running_number,created_at,updated_at,district,subdistrict,province,days_waiting,hours_waiting,location_name,location_other,status_text
HDY68-1125-15435,2025-11-25 14:19:11,2025-11-25 14:19:11,หาดใหญ่,คอหงส์,สงขลา,0.45,10.8,,,รอการช่วยเหลือ
HDY68-1125-15437,2025-11-25 14:19:17,2025-11-25 14:19:17,หาดใหญ่,หาดใหญ่,สงขลา,0.45,10.8,,ท้องใกล้คลอดต้องส่งโรงพยาบาล ชาย 1 หญิง 1,รอการช่วยเหลือ
HDY68-1125-15438,2025-11-25 14:19:19,2025-11-25 14:19:19,หาดใหญ่,คอหงส์,สงขลา,0.45,10.8,,ขอทีมเข้าไปดู+ส่งสเบียง เนื่องจาก ญาติติดต่อไม่ได้,รอการช่วยเหลือ
HDY68-1125-15441,2025-11-25 14:19:28,2025-11-25 14:19:28,หาดใหญ่,หาดใหญ่,สงขลา,0.45,10.8,,ติดอยู่4 วันแล้ว อาหารไม่มี ต้องการอาหารด่วน,รอการช่วยเหลือ
HDY68-1125-15449,2025-11-25 14:19:53,2025-11-25 14:19:53,หาดใหญ่,หาดใหญ่,สงขลา,0.45,10.8,,,รอการช่วยเหลือ
HDY68-1125-15464,2025-11-25 14:20:24,2025-11-25 14:20:24,หาดใหญ่,คลองแห,สงขลา,0.45,10.8,,,รอการช่วยเหลือ
HDY68-1125-15473,2025-11-25 14:20:47,2025-11-25 14:20:47,หาดใหญ่,ควนลัง,สงขลา,0.45,10.8,,"หาดใหญ่ใน ซอย 33 เพชรเกษมตอนนี้ วอนหน่วยงานต่างต่าง เข้าช่วยเหลือด่วนด่วนด้วยค่ะ
ขาดแคลนน้ำ และอาหาร มา 3 วันแล้ว🙏🙏",รอการช่วยเหลือ
HDY68-1125-15476,2025-11-25 14:21:01,2025-11-25 14:21:01,หาดใหญ่,คอหงส์,สงขลา,0.45,10.8,,มีเด็กนักศึกษาติดอยู่ข้างในประมาณ 70 คน สถานการณ์ตอนนี้น้ำท่วมถึงชั้นสอง เด็กๆอพยพขึ้นไปอยู่ชั้นข้างบน ไม่มีอาหาร  ถูกตัดไฟแบตเตอรี่โทรศัพท์หมด ติดอยู่ประมาณสามวัน ต้องการความช่วยเหลือด่วนค่ะ https://maps.app.goo.gl/QDJdoyJBPxfqKpjo6?g_st=ipc,รอการช่วยเหลือ
HDY68-1125-15481,2025-11-25 14:21:17,2025-11-25 14:21:17,หาดใหญ่,คอหงส์,สงขลา,0.45,10.8,,,รอการช่วยเหลือ
HDY68-1125-15484,2025-11-25 14:21:31,2025-11-25 14:21:31,หาดใหญ่,หาดใหญ่,สงขลา,0.45,10.8,,ติดอยู่ชั้น 2 ขาดแคลนอาหารและน้ำดื่ม โดนตัดไฟ แบตโทรศัพท์หมด ขาดการติดต่อ  อันนี้ญาติแจ้งให้ เนื่องจากผู้ประสบภัยขาดการติดต่อค่ะ,รอการช่วยเหลือ
UNK68-1125-0145,2025-11-25 14:21:43,2025-11-25 14:21:43,-,-,-,0.45,10.8,,,รอการช่วยเหลือ
HDY68-1125-15489,2025-11-25 14:21:50,2025-11-25 14:21:50,หาดใหญ่,คอหงส์,สงขลา,0.45,10.8,,พ่ออยู่กับหมา 1 ตัว บนชั้น 2 ของบ้าน ลื่นล้มบนบันได ปวดเมื่อยฟกซ้ำ ต้องการยาและอาหาร ล่าสุดตอน 17.00 น. 25/11/68 ชั้น 1 น้ำสูงมากกว่า 1.70 เมตรหากน้ำท่วมสูงมากขึ้น รบกวนพาอพยพค่ะ,รอการช่วยเหลือ
HDY68-1125-15490,2025-11-25 14:21:58,2025-11-25 14:21:58,หาดใหญ่,คลองแห,สงขลา,0.45,10.8,,แบตตารีกำลังจะหมด,รอการช่วยเหลือ
HDY68-1125-15491,2025-11-25 14:21:59,2025-11-25 14:21:59,หาดใหญ่,หาดใหญ่,สงขลา,0.45,10.8,,ติดอยู่ในบ้านตั้งแต่วันเสาร์ มือถือแบตหมดติดต่อไม่ได้ครับ มีพ่อแม่น้อง 3 คนครับ,รอการช่วยเหลือ
HDY68-1125-15493,2025-11-25 14:22:16,2025-11-25 14:22:16,หาดใหญ่,ควนลัง,สงขลา,0.45,10.8,,ติดอยู่บนอาคารชั้น5 ต้องการอาหารและน้ำ ไม่ได้รับประทานอาหารมา2-3วันแล้วค่ะ ไม่สามารถติดต่อได้ เพราะแบตโทรศัพท์หมด สามารถโทรมาเบอร์ผู้แจ้งแทนได้เลยค่ะ (มีคนติดอยู่บนอาคารด้วยค่ะ ต้องการอาหาร),รอการช่วยเหลือ
HDY68-1125-15495,2025-11-25 14:22:28,2025-11-25 14:22:28,หาดใหญ่,หาดใหญ่,สงขลา,0.45,10.7,,,รอการช่วยเหลือ
HDY68-1125-15499,2025-11-25 14:22:34,2025-11-25 14:22:34,หาดใหญ่,คอหงส์,สงขลา,0.45,10.7,,,รอการช่วยเหลือ
HDY68-1125-15504,2025-11-25 14:22:44,2025-11-25 14:22:44,หาดใหญ่,คอหงส์,สงขลา,0.45,10.7,,พื้นที่ตรงในซอยนี้ส่วนจะเป็นบ้าน2ชั้น ซึ่งไม่แน่ใจว่ามีบ้านหลังไหนท่วมถึงชั้น2แล้วบ้าง เพราะไม่สามารถติดต่อใครได้เลยตอนนี้ผมอยู่ทะเลไม่สามารถติดต่อที่บ้านหรือเพื่อนบ้านใกล้เคียงได้เลย แต่หลักๆอยากให้มีหน่วยงานหรือจิตอาสาเข้าไปช่วยแจกจ่ายเสบียงอาหารครับ ขอบคุณครับ,รอการช่วยเหลือ
STN68-1125-0074,2025-11-25 14:23:09,2025-11-25 14:23:09,กิ่งอำเภอมะนัง,ปาล์มพัฒนา,สตูล,0.45,10.7,,เนื่องจากเป็นหมู่บ้าน ไม่มีเสบียงผ่านเลยค่ะ,รอการช่วยเหลือ
HDY68-1125-15515,2025-11-25 14:23:37,2025-11-25 14:23:37,หาดใหญ่,ควนลัง,สงขลา,0.45,10.7,,มีผู้สูงอายุ,รอการช่วยเหลือ
HDY68-1125-15527,2025-11-25 14:24:34,2025-11-25 14:31:35,หาดใหญ่,คลองแห,สงขลา,0.45,10.7,,ผู้ป่วยประสพอุบัติเหตุล้ม มีบาดแผลเลือดไหลไม่หยุด,รอการช่วยเหลือ
HDY68-1125-15529,2025-11-25 14:24:44,2025-11-25 14:24:44,หาดใหญ่,คอหงส์,สงขลา,0.45,10.7,,,รอการช่วยเหลือ
HDY68-1125-15532,2025-11-25 14:24:49,2025-11-25 14:24:49,หาดใหญ่,หาดใหญ่,สงขลา,0.45,10.7,,,รอการช่วยเหลือ
HDY68-1125-15533,2025-11-25 14:24:53,2025-11-25 14:24:53,หาดใหญ่,หาดใหญ่,สงขลา,0.45,10.7,,มีผู้สูงอายุอายุเกิน80 ปีอยู่สี่คนอยู่ชั้นสามของบ้านต้องการน้ำและอาหาร,รอการช่วยเหลือ
HDY68-1125-15541,2025-11-25 14:25:11,2025-11-25 14:25:11,หาดใหญ่,คอหงส์,สงขลา,0.45,10.7,,ตรวจสอบดูว่า ยังมีคนอยู่หรือเปล่า และสภาพความเป็นอยู่,รอการช่วยเหลือ
HDY68-1125-15543,2025-11-25 14:25:38,2025-11-25 14:25:38,หาดใหญ่,คอหงส์,สงขลา,0.45,10.7,,ติดต่อไม่ได้ มาตั้งแต่ วันที่ 22/11/2568 หลัง 20.00 น. เป็นห่วงมากเนืองจาก ทั้ง 2 คน เป็น ผู้สูงอายุ 58 และ 62 ปี,รอการช่วยเหลือ
HDY68-1125-15545,2025-11-25 14:25:38,2025-11-25 14:25:38,หาดใหญ่,คอหงส์,สงขลา,0.45,10.7,,,รอการช่วยเหลือ
HDY68-1125-15547,2025-11-25 14:25:41,2025-11-25 14:25:41,หาดใหญ่,หาดใหญ่,สงขลา,0.45,10.7,,รบกวนส่งอาหารและน้ำให้ด้วยคะ  ตอนนี้น้ำถึงชั้น2แล้ว ไม่สามารถออกไปได้ รบกวนด้วยคะ,รอการช่วยเหลือ
UNK68-1125-0148,2025-11-25 14:26:30,2025-11-25 14:26:30,-,-,-,0.45,10.7,,ยุแถวโลตัสเล็กคลองแห,รอการช่วยเหลือ
HDY68-1125-15563,2025-11-25 14:26:32,2025-11-25 14:26:32,หาดใหญ่,หาดใหญ่,สงขลา,0.45,10.7,,มีหลายครอบครัวในบริเวณที่ไม่ได้รับประทานอาหารมา 3-4 วันแล้วค่ะ ขอบคุณมากค่ะ,รอการช่วยเหลือ
HDY68-1125-15567,2025-11-25 14:26:43,2025-11-25 14:26:43,หาดใหญ่,คอหงส์,สงขลา,0.44,10.7,,ต้องการความช่วยเหลือ ต้องการน้ำดื่ม อาหาร,รอการช่วยเหลือ
HDY68-1125-15573,2025-11-25 14:26:50,2025-11-25 14:26:50,นาทวี,ฉาง,สงขลา,0.44,10.7,,"ขออาหารพร้อมทาน หรือ ขนม / น้ำดื่ม 
สัญญาณ ไม่มี",รอการช่วยเหลือ
HDY68-1125-15577,2025-11-25 14:27:11,2025-11-25 14:27:11,หาดใหญ่,ควนลัง,สงขลา,0.44,10.7,,,รอการช่วยเหลือ
HDY68-1125-15578,2025-11-25 14:27:14,2025-11-25 14:27:14,สะเดา,ปริก,สงขลา,0.44,10.7,,"ขอความช่วยเหลือหน่อยค่ะ !!!!!
พี่สาวและครอบครัว รวม7คนมีเด็กเล็กอยู่ด้วย ติดอยู่ที่ชั้น
2 ของบ้าน ไม่สามารถออกมาได้ ตอนนี้เด็กไม่มีนมจะกินแล้วอาหารก็หมดแล้วด้วยค่ะตอนนี้ติดต่อพี่สาวไม่ได้แล้ว
ค่ะ
ซอย โชคสมาน7#น้ำท่วมหาดใหญ่บ้านเลขที่ 16ซอย7 ถนน รัตนอุทิศ",รอการช่วยเหลือ
HDY68-1125-15591,2025-11-25 14:28:26,2025-11-25 14:28:26,หาดใหญ่,คอหงส์,สงขลา,0.44,10.7,,รบกวนขออาหารและน้ำดื่มหน่อยครับ มีคนในบ้านจำนวน 4 คน มีผู้สูงอายุ 1 คน และ น้องหมาปอม 1 ตัวครับ ขอขอบพระคุณมากๆเป็นอย่างสูงนะครับ🙏🙏🙏,รอการช่วยเหลือ
HDY68-1125-15593,2025-11-25 14:28:39,2025-11-25 14:28:39,หาดใหญ่,คอหงส์,สงขลา,0.44,10.6,,ต้องการน้ำ อาหาร ยา มี 12 ชีวิตอยู่ที่นั้น,รอการช่วยเหลือ
HDY68-1125-15600,2025-11-25 14:28:56,2025-11-25 14:28:56,หาดใหญ่,คอหงส์,สงขลา,0.44,10.6,,,รอการช่วยเหลือ
HDY68-1125-15604,2025-11-25 14:29:14,2025-11-25 14:29:14,หาดใหญ่,คอหงส์,สงขลา,0.44,10.6,,,รอการช่วยเหลือ
HDY68-1125-15607,2025-11-25 14:29:27,2025-11-25 14:29:27,หาดใหญ่,หาดใหญ่,สงขลา,0.44,10.6,,,รอการช่วยเหลือ
HDY68-1125-15617,2025-11-25 14:30:20,2025-11-25 14:30:20,หาดใหญ่,คอหงส์,สงขลา,0.44,10.6,,,รอการช่วยเหลือ
HDY68-1125-15623,2025-11-25 14:30:29,2025-11-25 14:30:29,หาดใหญ่,ควนลัง,สงขลา,0.44,10.6,,,รอการช่วยเหลือ
HDY68-1125-15626,2025-11-25 14:30:31,2025-11-25 14:30:31,หาดใหญ่,คลองแห,สงขลา,0.44,10.6,,ช่วยบ้านผมหน่อยครับ ติดต่อครอบครัวไม่ได้มาวันกว่าแล้ว ได้ข่าวแถวบ้านผมท่วมชั้นสองแล้ว บ้านไม่มีชั้นสาม ปืนขึ้นหลังคาไม่ได้ ข่าวคลองแหเงียบมาก ไม่รู้มีคนไปบ้างไหม,รอการช่วยเหลือ
HDY68-1125-15627,2025-11-25 14:30:34,2025-11-25 14:30:34,หาดใหญ่,ควนลัง,สงขลา,0.44,10.6,,"🚨(ด่วน) ช่วยน้องสาวด้วยค่ะ🚨 รอบๆไม่มีใครอยู่เลยถูกทิ้ง 😭 อยู่ลึก
ระดับน้ำถึงชั้น2 ไม่ได้กินข้าว 4วันแล้ว
คน3 หมา1แมว2 (มีคนป่วย)
(ผู้อพยพ) 0619742611 // 0950363353 // 0629616942

ซ.หมู่บ้านอยู่เศรษฐีถ.เพชรเกษม 38 (ต.ควนลัง) อ.หาดใหญ่ บ้านหลังที่6นับจากปากซอย

(ผู้แจ้งเหตุ 0832635463)

พิกัด (7.0073536, 100.4379277)

https://maps.app.goo.gl/SBoSL7VTaQtQszEu8?g_st=ipc",รอการช่วยเหลือ
HDY68-1125-15634,2025-11-25 14:31:05,2025-11-25 14:31:05,หาดใหญ่,คลองแห,สงขลา,0.44,10.6,,ช่วยด้วยค่ะ บ้านติดกับ DD farm คลองแห ผู้ใหญ่ 10 คน มีเด็กเล็ก 2 คนกำลังจะขาดน้ำ หมา 7 ตัว บ้าน 2 ชั้น เข้าชั้น 1 แล้ว แต่ออกไปข้างนอกไม่ได้น้ำสูงมาก มีเรือออกไปรับอาหารน้ำ หน้าบ้านได้ 47/19 ม.4 ซ.ร่มไทร ต.คลองแห อ.หาดใหญ่ 087-2970323 (มาร์ค),รอการช่วยเหลือ
HDY68-1125-15637,2025-11-25 14:31:14,2025-11-25 14:31:14,หาดใหญ่,คอหงส์,สงขลา,0.44,10.6,,ต้องการความช่วยเหลือเร่งด่วน,รอการช่วยเหลือ
HDY68-1125-15643,2025-11-25 14:31:30,2025-11-25 14:31:30,หาดใหญ่,คลองแห,สงขลา,0.44,10.6,,,รอการช่วยเหลือ
HDY68-1125-15646,2025-11-25 14:31:43,2025-11-25 14:31:43,หาดใหญ่,คอหงส์,สงขลา,0.44,10.6,,ติดอยู่ชั้นบน ครับ ไม่รู้จะรับได้ไหม แต่มีระเบียงหน้าบ้านครับ,รอการช่วยเหลือ
HDY68-1125-15651,2025-11-25 14:32:02,2025-11-25 15:14:00,หาดใหญ่,หาดใหญ่,สงขลา,0.44,10.6,,มีพี่สาวติดอยู่ในอพาร์ทเม้น ไม่มีอาหารและไฟฟ้าใช้ ชั้น 6,รอการช่วยเหลือ
HDY68-1125-15657,2025-11-25 14:32:24,2025-11-25 14:32:24,หาดใหญ่,คลองแห,สงขลา,0.44,10.6,,,รอการช่วยเหลือ
HDY68-1125-15660,2025-11-25 14:32:31,2025-11-25 14:32:31,หาดใหญ่,คอหงส์,สงขลา,0.44,10.6,,ต้องการอาหารและน้ำสำหรับ 3 คน,รอการช่วยเหลือ
BKK68-1125-0046,2025-11-25 14:32:35,2025-11-25 14:32:35,บางนา,บางนา,กรุงเทพมหานคร,0.44,10.6,,ขาดการติดต่อมา 2 วันไม่รู้ว่าเขาอยู่กันยังไงมีทั้งเด็กและผู้ใหญ่รวมกันประมาณ 12คน,รอการช่วยเหลือ
HDY68-1125-15661,2025-11-25 14:32:40,2025-11-25 14:32:40,หาดใหญ่,คอหงส์,สงขลา,0.44,10.6,,,รอการช่วยเหลือ
HDY68-1125-15664,2025-11-25 14:32:58,2025-11-25 14:32:58,หาดใหญ่,คอหงส์,สงขลา,0.44,10.6,,ติดต่อไม่ได้ตั้งแต่น้ำท่วมไม่ทราบว่าเป็นอย่างไรบ้าง,รอการช่วยเหลือ
HDY68-1125-15666,2025-11-25 14:33:01,2025-11-25 14:33:01,หาดใหญ่,หาดใหญ่,สงขลา,0.44,10.6,,"ช่วยแม่กับลูกหนูด้วยนะคะ 
มีชาวบ้านอีกหลายครัวเรือนเลยค่ะ",รอการช่วยเหลือ
HDY68-1125-15672,2025-11-25 14:33:38,2025-11-25 14:33:38,หาดใหญ่,ทุ่งใหญ่,สงขลา,0.44,10.6,,มีคนอยู่ในบ้าน 4 คน,รอการช่วยเหลือ
HDY68-1125-15682,2025-11-25 14:34:05,2025-11-25 14:34:05,หาดใหญ่,หาดใหญ่,สงขลา,0.44,10.6,,หากไม่รับสายสามารถตะโกนเรียกได้เลยค่ะ,รอการช่วยเหลือ
HDY68-1125-15683,2025-11-25 14:34:13,2025-11-25 14:34:13,หาดใหญ่,คอหงส์,สงขลา,0.44,10.6,,เด็กๆยังไม่ได้กินอาหาร2-3แล้วค่ะ อาหารไม่พอ มีไม่หน่อยงานไหนเข้าช่วยเหลือเลย รบกวนเข้าช่วยเหลือด่วนคะ  รบกวนด้วยนะคะ เด็กๆทั้งนั้นเลยค่ะ ขอบคุณค่ะ,รอการช่วยเหลือ
HDY68-1125-15685,2025-11-25 14:34:19,2025-11-25 14:34:19,หาดใหญ่,คอหงส์,สงขลา,0.44,10.6,,"ขอความช่วยเหลือ ต้องการน้ำดื่ม อาหาร 
บ้านเลขที่ 39/6 ถนนศรีภูวนารถ (ติดร้านล่าถางเค่อ หมาล่า , ก๋วยเตี๋ยวกูฟู)
ตอนนี้มีคนในบ้าน 4 คน
⚡⚡ มีผู้ป่วยติดเตียง(อายุ 70+), ผู้สูงอายุ(อายุ70ปี)",รอการช่วยเหลือ
HDY68-1125-15688,2025-11-25 14:34:34,2025-11-25 14:34:34,หาดใหญ่,คอหงส์,สงขลา,0.44,10.5,,,รอการช่วยเหลือ
HDY68-1125-15690,2025-11-25 14:34:40,2025-11-25 14:34:40,หาดใหญ่,คอหงส์,สงขลา,0.44,10.5,,ไม่มีอาหารตกถึงท้องมาหลายวันแล้ว เริ่มร่อแร่แล้วค่ะ ยังไม่มีหน่วยงานไหนเข้าช่วย,รอการช่วยเหลือ
HDY68-1125-15694,2025-11-25 14:35:01,2025-11-25 14:35:01,หาดใหญ่,คอหงส์,สงขลา,0.44,10.5,,น้ำท่วมสูงมากไม่มีอาหารและน้ำดื่ม,รอการช่วยเหลือ
HDY68-1125-15699,2025-11-25 14:35:19,2025-11-25 14:35:19,หาดใหญ่,บ้านพรุ,สงขลา,0.44,10.5,,ถนน บ้านพรุธานี 10 บ้านเลขที่ 32 บ้านหลังใหญ่สุด  เข้าไป 300ม. ด้านขวามือ รั้วกำแพงสูงสีน้ำตาลครีม ประตูเหล็กไม้ระแนง สีน้ำตาล ติดกันอยู่8ชีวิต อาหารกับน้ำจะหมดเเล้วครับ 1 คนเป็นโรคความดันโลหิตสูง ตอนนี้ยาหมดเเล้วครับ เบอร์ที่ยังติดต่อได้ตอนนี้ 085-732-6577,รอการช่วยเหลือ
HDY68-1125-15707,2025-11-25 14:35:50,2025-11-25 14:35:50,หาดใหญ่,คอหงส์,สงขลา,0.44,10.5,,,รอการช่วยเหลือ
HDY68-1125-15713,2025-11-25 14:36:08,2025-11-25 14:36:08,หาดใหญ่,คอหงส์,สงขลา,0.44,10.5,,"สุชาติ ต้องการน้ำและอาหารสำหรับผู้ใหญ่4คน 
16 ซ.7 ถ.นิพัทธ์สงเคราะห์ 1(ข้างสถานีดับเพลิง) 
https://maps.app.goo.gl/K2rrykht29VF3EgH6 
เบอร์ติดต่อมี  2 เบอร์
082-4925603
092-3832500",รอการช่วยเหลือ
HDY68-1125-15719,2025-11-25 14:36:31,2025-11-25 14:36:31,หาดใหญ่,คลองอู่ตะเภา,สงขลา,0.44,10.5,,"30 คน บ้านหลังนี้!!!
ขอความช่วยเหลือ หลังนี้อยู่กัน 30 คนพอดี ซอยโคกหลาริมถนนรถไฟ บ้านนางหยาด โต๊ะสอ บ้านเลขที่ 50/1 ม.4 ต.คลองอู่ตะเภา อ.หาดใหญ่ฯ ตอนนี้น้ำขึ้นเรื่อยๆ ใกล้ขึ้นชั้นสองแล้ว บ้านนี้มีเด็กเล็ก มีทุกวัย  ต้องการความช่วยเหลือ  อาหาร น้ำดื่ม ยา ฯ
โทร 0843952905 0902394147 0945859225
พิกัด
(7.0327428, 100.4439016)",รอการช่วยเหลือ
HDY68-1125-15723,2025-11-25 14:36:48,2025-11-25 14:36:48,หาดใหญ่,ควนลัง,สงขลา,0.44,10.5,,ผู้ป่วยเป็นโรคดาวน์ซินโดม มีคนติดอยู่ที่บ้าน 4 คน ไม่มีอาหารไม่มีไฟไม่มีโทรศัพท์,รอการช่วยเหลือ
HDY68-1125-15724,2025-11-25 14:36:49,2025-11-25 14:36:49,หาดใหญ่,คอหงส์,สงขลา,0.44,10.5,,มีหมาใหญ่1ตัว และคนประมาณ 5-10คน ไม่แน่ใจ เพราะ ผู้แจ้งอยู่ต่างจังหวัด ไม่สามารถติดต่อได้แล้ว,รอการช่วยเหลือ
HDY68-1125-15730,2025-11-25 14:36:59,2025-11-25 14:36:59,หาดใหญ่,หาดใหญ่,สงขลา,0.44,10.5,,ไม่แน่ใจว่าบ้านข้างๆหอพัก ได้ย้ายไปอยู่หอพักอุ่นใจไหม ชื่อบ๋ำและโอโม่ ทั้งนี้มีเด็กนักเรียนติดอยู่ในหอด้วย,รอการช่วยเหลือ
HDY68-1125-15745,2025-11-25 14:37:55,2025-11-25 14:37:55,หาดใหญ่,คอหงส์,สงขลา,0.44,10.5,,,รอการช่วยเหลือ
HDY68-1125-15749,2025-11-25 14:38:12,2025-11-25 14:38:12,หาดใหญ่,หาดใหญ่,สงขลา,0.44,10.5,,ไม่แน่ใจว่าพี่เขาได้รับความช่วยเหลือรึยังนะคะ พอดีเห็นแจ้งไว้ในไอจี เมื่อ 9 ชั่วโมงก่อนค่ะ ฝากด้วยค่ะ,รอการช่วยเหลือ
HDY68-1125-15752,2025-11-25 14:38:29,2025-11-25 14:38:29,หาดใหญ่,คอหงส์,สงขลา,0.44,10.5,,คุณพ่อ คุณแม่ และพี่สาว ติดต่อไม่ได้มาแล้ว 4 วัน คาดว่าติดอยู่ชั้น 2 ขาดน้ำและอาหาร คุณพ่อและคุณแม่เป็นผู้สูงอายุ,รอการช่วยเหลือ
HDY68-1125-15758,2025-11-25 14:38:41,2025-11-25 14:38:41,หาดใหญ่,คอหงส์,สงขลา,0.44,10.5,,ขอความช่วยเหลือด้วยนะคะ ให้บ้านมีผู้สูงอายุ 1 วัยรุ่น 1 และหมา 1 ค่ะ,รอการช่วยเหลือ
HDY68-1125-15762,2025-11-25 14:38:52,2025-11-25 14:38:52,หาดใหญ่,คลองแห,สงขลา,0.44,10.5,,"ขอความช่วยเหลือด่วนค่ะ 🆘

30/6ม.1ต.คลองแห อ.หาดใหญ่ จ.สงขลา90110

น้ำขึ้นชั้น 2 แล้ว มีแม่และทวดเป็นผู้ป่วยติดเตียง อาหารใกล้หมดแล้ว
ต้องการอาหารและอพยพด่วนค่ะ
ตอนนี้มีแบตเตอรี่พอเหลือติดต่อค่ะ น่าจะหมดคืนนี้
ผู้ประสบภัย 093-635-6145
ผู้แจ้งสามารถติดต่อได้ 0904786901, 06-1351-2158",รอการช่วยเหลือ
HDY68-1125-15771,2025-11-25 14:39:28,2025-11-25 14:39:28,หาดใหญ่,คอหงส์,สงขลา,0.44,10.5,,"🆘 ขอความช่วยเหลือค่ะ ขาดการติดต่อ 4 วันเเล้วค่ะ
🚨พ่อเเม่ (ผู้สูงอายุ) อยู่ 116 ซ.19 โชคสมาน 5 ต.หาดใหญ่ : ต้องการอาหาร น้ำ เทียน
*** พ่อเป็นโรคหัวใจเต้นผิดจังหวะ,กระดูดสันหลังกดทับเส้นประสาทค่ะ*",รอการช่วยเหลือ
HDY68-1125-15774,2025-11-25 14:39:42,2025-11-25 14:39:42,หาดใหญ่,คอหงส์,สงขลา,0.44,10.5,,,รอการช่วยเหลือ
HDY68-1125-15777,2025-11-25 14:40:09,2025-11-25 14:40:09,หาดใหญ่,ควนลัง,สงขลา,0.44,10.5,,"🚨(ด่วน) ช่วยน้องสาวด้วยค่ะ🚨 รอบๆไม่มีใครอยู่เลยถูกทิ้ง 😭 อยู่ลึก
ระดับน้ำถึงชั้น2 ไม่ได้กินข้าว 4วันแล้ว
คน3 หมา1แมว2 (มีคนป่วย)
(ผู้อพยพ) 0619742611 // 0950363353 // 0629616942

ซ.หมู่บ้านอยู่เศรษฐีถ.เพชรเกษม 38 (ต.ควนลัง) อ.หาดใหญ่ บ้านหลังที่6นับจากปากซอย

(ผู้แจ้งเหตุ 0832635463)

พิกัด (7.0073536, 100.4379277)

https://maps.app.goo.gl/SBoSL7VTaQtQszEu8?g_st=ip",รอการช่วยเหลือ
HDY68-1125-15778,2025-11-25 14:40:09,2025-11-25 14:40:09,หาดใหญ่,หาดใหญ่,สงขลา,0.44,10.5,,"อยู่กัน 10 คนในบ้าน ต้องการอาหารและน้ำ 
ออกไม่ได้ น้ำขึ้นชั้น 2",รอการช่วยเหลือ
HDY68-1125-15780,2025-11-25 14:40:11,2025-11-25 14:40:11,หาดใหญ่,คอหงส์,สงขลา,0.44,10.5,,ตรวจดูว่ามีคนอยู่หรือเปล่า และดูสภาพความเป็นอยู่,รอการช่วยเหลือ
HDY68-1125-15785,2025-11-25 14:40:26,2025-11-25 14:40:26,หาดใหญ่,คลองแห,สงขลา,0.44,10.5,,แจ้งแทนครอบครัวค่ะ แม่และครอบครัวพี่ชาย รวม 8 คน (คนแก่ 1 ผู้ใหญ่ 4 เด็กนักเรียน 3) อยู่บ้านติดกันสองหลัง ติดต่อได้ครั้งล่าสุดวันที่ 24 พ.ย. แม่บอกว่ามีข้าวสารอยู่ แต่แก๊สมีแค่กระป๋องเดียว,รอการช่วยเหลือ
HDY68-1125-15787,2025-11-25 14:40:28,2025-11-25 14:40:28,หาดใหญ่,คอหงส์,สงขลา,0.44,10.4,,,รอการช่วยเหลือ
HDY68-1125-15793,2025-11-25 14:40:56,2025-11-25 14:40:56,หาดใหญ่,หาดใหญ่,สงขลา,0.44,10.4,,,รอการช่วยเหลือ
HDY68-1125-15799,2025-11-25 14:41:11,2025-11-25 14:41:11,หาดใหญ่,คอหงส์,สงขลา,0.43,10.4,,เบอร์ติดต่อผู้ประสบภัย 0651422456 อุสุมา บุญช่วย,รอการช่วยเหลือ
HDY68-1125-15800,2025-11-25 14:41:14,2025-11-25 14:41:14,หาดใหญ่,คอหงส์,สงขลา,0.43,10.4,,"ถ้าโทรไม่ติด มีอีกเบอร์ค่ะสามีครูยุ 084-464-4356 
มีผู้สูงอายุ1 คน ช่วยเหลือตัวเองไม่ได้ค่ะ เด็ก3คน ผู้ใหญ่2 ถ้าอพยพออกมาได้ก็ดีค่ะ แต่ตอนนี้อาหารเริ่มหมดแล้ว น้ำดื่มไม่มีแล้วค่ะ",รอการช่วยเหลือ
HDY68-1125-15801,2025-11-25 14:41:15,2025-11-25 14:41:15,หาดใหญ่,คลองอู่ตะเภา,สงขลา,0.43,10.4,,"30 คน บ้านหลังนี้!!!
ขอความช่วยเหลือ หลังนี้อยู่กัน 30 คนพอดี ซอยโคกหลาริมถนนรถไฟ บ้านนางหยาด โต๊ะสอ บ้านเลขที่ 50/1 ม.4 ต.คลองอู่ตะเภา อ.หาดใหญ่ฯ ตอนนี้น้ำขึ้นเรื่อยๆ ใกล้ขึ้นชั้นสองแล้ว บ้านนี้มีเด็กเล็ก มีทุกวัย  ต้องการความช่วยเหลือ  อาหาร น้ำดื่ม ยา ฯ
โทร 0843952905 0902394147 0945859225

(7.0327428, 100.4439016)",รอการช่วยเหลือ
HDY68-1125-15803,2025-11-25 14:41:21,2025-11-25 14:41:21,หาดใหญ่,คลองแห,สงขลา,0.43,10.4,,"ขอความกรุณา🙏 ช่วยเหลือ ทางด้านอาหาร น้ำเปล่า สำหรับคนและสัตว์เลี้ยง สำหรับ 4 คน และสัตว์เลี้ยงครับ  ให้พอทานสำหรับ 3-4วัน เนื่องจากอาหารที่มีกำลังจะหมดลง

ที่หมู่บ้าน ปาล์มสปริงไลฟ์ เลขที่ 88/42 ถ.คลองแห-คูเต่า ต.คลองแห อ.หาดใหญ่ ครับ
- 0955462342 (ฟลุ๊ค)
- 0652653205 (เกด)

ขอบคุณมากครับ",รอการช่วยเหลือ
